stimON,19:08:13.7029376
dotsMOVE,19:08:14.7019008
stimOFF,19:08:15.7268864
r30,19:08:15.7282048
stimON,19:08:19.4032640
dotsMOVE,19:08:20.4016000
stimOFF,19:08:21.4267520
l40,19:08:21.4288128
stimON,19:08:25.2547328
dotsMOVE,19:08:26.2514816
stimOFF,19:08:27.2764032
l40,19:08:27.2776960
stimON,19:08:30.8665344
dotsMOVE,19:08:31.8512640
stimOFF,19:08:32.8762112
r30,19:08:32.8777088
stimON,19:08:36.5571712
dotsMOVE,19:08:37.5510400
stimOFF,19:08:38.5761024
r30,19:08:38.5785728
stimON,19:08:42.3609216
dotsMOVE,19:08:43.3508096
stimOFF,19:08:44.3758336
l40,19:08:44.3779456
stimON,19:08:48.3238400
dotsMOVE,19:08:49.3256576
stimOFF,19:08:50.3256192
r30,19:08:50.3270016
stimON,19:08:54.1316736
dotsMOVE,19:08:55.1255040
stimOFF,19:08:56.1503872
l40,19:08:56.1524480
stimON,19:08:59.8648832
dotsMOVE,19:09:00.8503424
stimOFF,19:09:01.8752000
r30,19:09:01.8774784
stimON,19:09:05.8432640
dotsMOVE,19:09:06.8500352
stimOFF,19:09:07.8499968
l40,19:09:07.8520320
stimON,19:09:11.4590720
dotsMOVE,19:09:12.4497792
stimOFF,19:09:13.4747648
l40,19:09:13.4759424
stimON,19:09:17.1239808
dotsMOVE,19:09:18.1245568
stimOFF,19:09:19.1245952
r30,19:09:19.1257472
stimON,19:09:22.7635456
dotsMOVE,19:09:23.7493760
stimOFF,19:09:24.7745024
l40,19:09:24.7772160
stimON,19:09:28.7068288
dotsMOVE,19:09:29.6991744
stimOFF,19:09:30.7241472
r30,19:09:30.7252608
stimON,19:09:34.5984768
dotsMOVE,19:09:35.5989760
stimOFF,19:09:36.5988864
l40,19:09:36.6000512
stimON,19:09:40.4355712
dotsMOVE,19:09:41.4237952
stimOFF,19:09:42.4487040
r30,19:09:42.4504704
stimON,19:09:46.2493440
dotsMOVE,19:09:47.2485888
stimOFF,19:09:48.2735104
l40,19:09:48.2753664
stimON,19:09:51.9198080
dotsMOVE,19:09:52.9233152
stimOFF,19:09:53.9232640
r30,19:09:53.9244928
stimON,19:09:57.9142144
dotsMOVE,19:09:58.8982144
